Attacking Type 1,Attacking Type 2,Defending Type 1,Defending Type 2,Effectiveness
Flying,Rock,Grass,Grass,2.0
Flying,Rock,Grass,Ice,4.0
Flying,Rock,Fighting,Grass,1.0
Flying,Rock,Grass,Poison,2.0
Flying,Rock,Grass,Ground,1.0
Flying,Rock,Flying,Grass,4.0
Flying,Rock,Grass,Psychic,2.0
Flying,Rock,Bug,Grass,4.0
Flying,Rock,Grass,Rock,2.0
Flying,Rock,Ghost,Grass,2.0
Flying,Rock,Dragon,Grass,2.0
Flying,Rock,Dark,Grass,2.0
Flying,Rock,Grass,Steel,1.0
Flying,Rock,Fairy,Grass,2.0
Flying,Ghost,Grass,Normal,0.0
Flying,Ghost,Fire,Grass,2.0
Flying,Ghost,Grass,Water,2.0
Flying,Ghost,Electric,Grass,2.0
Flying,Ghost,Grass,Grass,2.0
Flying,Ghost,Grass,Ice,2.0
Flying,Ghost,Fighting,Grass,2.0
Flying,Ghost,Grass,Poison,2.0
Flying,Ghost,Grass,Ground,2.0
Flying,Ghost,Flying,Grass,2.0
Flying,Ghost,Grass,Psychic,4.0
Flying,Ghost,Bug,Grass,2.0
Flying,Ghost,Grass,Rock,2.0
Flying,Ghost,Ghost,Grass,4.0
Flying,Ghost,Dragon,Grass,2.0
Flying,Ghost,Dark,Grass,1.0
Flying,Ghost,Grass,Steel,2.0
Flying,Ghost,Fairy,Grass,2.0
Dragon,Flying,Grass,Normal,2.0
Dragon,Flying,Fire,Grass,2.0
Dragon,Flying,Grass,Water,2.0
Dragon,Flying,Electric,Grass,2.0
Dragon,Flying,Grass,Grass,2.0
Dragon,Flying,Grass,Ice,2.0
Dragon,Flying,Fighting,Grass,2.0
Dragon,Flying,Grass,Poison,2.0
Dragon,Flying,Grass,Ground,2.0
Dragon,Flying,Flying,Grass,2.0
Dragon,Flying,Grass,Psychic,2.0
Dragon,Flying,Bug,Grass,2.0
Dragon,Flying,Grass,Rock,2.0
Dragon,Flying,Ghost,Grass,2.0
Dragon,Flying,Dragon,Grass,4.0
Dragon,Flying,Dark,Grass,2.0
Dragon,Flying,Grass,Steel,1.0
Dragon,Flying,Fairy,Grass,0.0
Dark,Flying,Grass,Normal,2.0
Dark,Flying,Fire,Grass,2.0
Dark,Flying,Grass,Water,2.0
Dark,Flying,Electric,Grass,2.0
Dark,Flying,Grass,Grass,2.0
Dark,Flying,Grass,Ice,2.0
Dark,Flying,Fighting,Grass,1.0
Dark,Flying,Grass,Poison,2.0
Dark,Flying,Grass,Ground,2.0
Dark,Flying,Flying,Grass,2.0
Dark,Flying,Grass,Psychic,4.0
Dark,Flying,Bug,Grass,2.0
Dark,Flying,Grass,Rock,2.0
Dark,Flying,Ghost,Grass,4.0
Dark,Flying,Dragon,Grass,2.0
Dark,Flying,Dark,Grass,1.0
Dark,Flying,Grass,Steel,2.0
Dark,Flying,Fairy,Grass,1.0
Flying,Steel,Grass,Normal,2.0
Flying,Steel,Electric,Grass,1.0
Flying,Steel,Grass,Grass,2.0
Flying,Steel,Grass,Ice,4.0
Flying,Steel,Fighting,Grass,2.0
Flying,Steel,Grass,Poison,2.0
Flying,Steel,Grass,Ground,2.0
Flying,Steel,Flying,Grass,2.0
Flying,Steel,Grass,Psychic,2.0
Flying,Steel,Bug,Grass,2.0
Flying,Steel,Grass,Rock,4.0
Flying,Steel,Ghost,Grass,2.0
Flying,Steel,Dragon,Grass,2.0
Flying,Steel,Dark,Grass,2.0
Flying,Steel,Grass,Steel,1.0
Flying,Steel,Fairy,Grass,4.0
Fairy,Flying,Grass,Normal,2.0
Fairy,Flying,Grass,Water,2.0
Fairy,Flying,Electric,Grass,2.0
Fairy,Flying,Grass,Grass,2.0
Fairy,Flying,Grass,Ice,2.0
Fairy,Flying,Fighting,Grass,4.0
Fairy,Flying,Grass,Poison,1.0
Fairy,Flying,Grass,Ground,2.0
Fairy,Flying,Flying,Grass,2.0
Fairy,Flying,Grass,Psychic,2.0
Fairy,Flying,Bug,Grass,2.0
Fairy,Flying,Grass,Rock,2.0
Fairy,Flying,Ghost,Grass,2.0
Fairy,Flying,Dragon,Grass,4.0
Fairy,Flying,Dark,Grass,4.0
Fairy,Flying,Grass,Steel,1.0
Fairy,Flying,Fairy,Grass,2.0
Flying,Flying,Ice,Ice,1.0
Flying,Flying,Fighting,Ice,2.0
Flying,Flying,Ice,Poison,1.0
Flying,Flying,Ground,Ice,1.0
Flying,Flying,Flying,Ice,1.0
Flying,Flying,Ice,Psychic,1.0
Flying,Flying,Bug,Ice,2.0
Flying,Flying,Ice,Rock,0.5
Flying,Flying,Ghost,Ice,1.0
Flying,Flying,Dragon,Ice,1.0
Flying,Flying,Dark,Ice,1.0
Flying,Flying,Ice,Steel,0.5
Flying,Flying,Fairy,Ice,1.0
Flying,Psychic,Electric,Ice,1.0
Flying,Psychic,Grass,Ice,1.0
Flying,Psychic,Ice,Ice,1.0
Flying,Psychic,Fighting,Ice,2.0
Flying,Psychic,Ice,Poison,2.0
Flying,Psychic,Ground,Ice,1.0
Flying,Psychic,Flying,Ice,1.0
Flying,Psychic,Ice,Psychic,0.5
Flying,Psychic,Bug,Ice,1.0
Flying,Psychic,Ice,Rock,1.0
Flying,Psychic,Ghost,Ice,1.0
Flying,Psychic,Dragon,Ice,1.0
Flying,Psychic,Dark,Ice,0.0
Flying,Psychic,Ice,Steel,0.5
Flying,Psychic,Fairy,Ice,1.0
Bug,Flying,Fire,Ice,0.5
Bug,Flying,Electric,Ice,1.0
Bug,Flying,Ice,Ice,1.0
Bug,Flying,Fighting,Ice,0.5
Bug,Flying,Ice,Poison,0.5
Bug,Flying,Ground,Ice,1.0
Bug,Flying,Flying,Ice,0.5
Bug,Flying,Ice,Psychic,2.0
Bug,Flying,Bug,Ice,1.0
Bug,Flying,Ice,Rock,1.0
Bug,Flying,Ghost,Ice,0.5
Bug,Flying,Dragon,Ice,1.0
Bug,Flying,Dark,Ice,2.0
Bug,Flying,Ice,Steel,0.5
Bug,Flying,Fairy,Ice,0.5
Flying,Rock,Ice,Normal,1.0
Flying,Rock,Ice,Water,1.0
Flying,Rock,Grass,Ice,1.0
Flying,Rock,Ice,Ice,2.0
Flying,Rock,Fighting,Ice,0.5
Flying,Rock,Ice,Poison,1.0
Flying,Rock,Ground,Ice,0.5
Flying,Rock,Flying,Ice,2.0
Flying,Rock,Ice,Psychic,1.0
Flying,Rock,Bug,Ice,2.0
Flying,Rock,Ice,Rock,1.0
Flying,Rock,Ghost,Ice,1.0
Flying,Rock,Dragon,Ice,1.0
Flying,Rock,Dark,Ice,1.0
Flying,Rock,Ice,Steel,0.5
Flying,Rock,Fairy,Ice,1.0
Flying,Ghost,Ice,Normal,0.0
Flying,Ghost,Electric,Ice,1.0
Flying,Ghost,Grass,Ice,1.0
Flying,Ghost,Ice,Ice,1.0
Flying,Ghost,Fighting,Ice,1.0
Flying,Ghost,Ice,Poison,1.0
Flying,Ghost,Ground,Ice,1.0
Flying,Ghost,Flying,Ice,1.0
Flying,Ghost,Ice,Psychic,2.0
Flying,Ghost,Bug,Ice,1.0
Flying,Ghost,Ice,Rock,1.0
Flying,Ghost,Ghost,Ice,2.0
Flying,Ghost,Dragon,Ice,1.0
Flying,Ghost,Dark,Ice,0.5
Flying,Ghost,Ice,Steel,1.0
Flying,Ghost,Fairy,Ice,1.0
Dragon,Flying,Electric,Ice,1.0
Dragon,Flying,Grass,Ice,1.0
Dragon,Flying,Ice,Ice,1.0
Dragon,Flying,Fighting,Ice,1.0
Dragon,Flying,Ice,Poison,1.0
Dragon,Flying,Ground,Ice,1.0
Dragon,Flying,Flying,Ice,1.0
Dragon,Flying,Ice,Psychic,1.0
Dragon,Flying,Bug,Ice,1.0
Dragon,Flying,Ice,Rock,1.0
Dragon,Flying,Ghost,Ice,1.0
Dragon,Flying,Dragon,Ice,2.0
Dragon,Flying,Dark,Ice,1.0
Dragon,Flying,Ice,Steel,0.5
Dragon,Flying,Fairy,Ice,0.0
Dark,Flying,Electric,Ice,1.0
Dark,Flying,Grass,Ice,1.0
Dark,Flying,Ice,Ice,1.0
Dark,Flying,Fighting,Ice,0.5
Dark,Flying,Ice,Poison,1.0
Dark,Flying,Ground,Ice,1.0
Dark,Flying,Flying,Ice,1.0
Dark,Flying,Ice,Psychic,2.0
Dark,Flying,Bug,Ice,1.0
Dark,Flying,Ice,Rock,1.0
Dark,Flying,Ghost,Ice,2.0
Dark,Flying,Dragon,Ice,1.0
Dark,Flying,Dark,Ice,0.5
Dark,Flying,Ice,Steel,1.0
Dark,Flying,Fairy,Ice,0.5
Flying,Steel,Ice,Normal,1.0
Flying,Steel,Fire,Ice,0.5
Flying,Steel,Ice,Water,0.5
Flying,Steel,Electric,Ice,0.5
Flying,Steel,Grass,Ice,1.0
Flying,Steel,Ice,Ice,2.0
Flying,Steel,Fighting,Ice,1.0
Flying,Steel,Ice,Poison,1.0
Flying,Steel,Ground,Ice,1.0
Flying,Steel,Flying,Ice,1.0
Flying,Steel,Ice,Psychic,1.0
Flying,Steel,Bug,Ice,1.0
Flying,Steel,Ice,Rock,2.0
Flying,Steel,Ghost,Ice,1.0
Flying,Steel,Dragon,Ice,1.0
Flying,Steel,Dark,Ice,1.0
Flying,Steel,Ice,Steel,0.5
Flying,Steel,Fairy,Ice,2.0
Fairy,Flying,Fire,Ice,0.5
Fairy,Flying,Electric,Ice,1.0
Fairy,Flying,Grass,Ice,1.0
Fairy,Flying,Ice,Ice,1.0
Fairy,Flying,Fighting,Ice,2.0
Fairy,Flying,Ice,Poison,0.5
Fairy,Flying,Ground,Ice,1.0
Fairy,Flying,Flying,Ice,1.0
Fairy,Flying,Ice,Psychic,1.0
Fairy,Flying,Bug,Ice,1.0
Fairy,Flying,Ice,Rock,1.0
Fairy,Flying,Ghost,Ice,1.0
Fairy,Flying,Dragon,Ice,2.0
Fairy,Flying,Dark,Ice,2.0
Fairy,Flying,Ice,Steel,0.5
Fairy,Flying,Fairy,Ice,1.0
Flying,Flying,Fighting,Fighting,4.0
Flying,Flying,Fighting,Poison,2.0
Flying,Flying,Fighting,Ground,2.0
Flying,Flying,Fighting,Flying,2.0
Flying,Flying,Fighting,Psychic,2.0
Flying,Flying,Bug,Fighting,4.0
Flying,Flying,Fighting,Rock,1.0
Flying,Flying,Fighting,Ghost,2.0
Flying,Flying,Dragon,Fighting,2.0
Flying,Flying,Dark,Fighting,2.0
Flying,Flying,Fighting,Steel,1.0
Flying,Flying,Fairy,Fighting,2.0
Flying,Psychic,Electric,Fighting,2.0
Flying,Psychic,Fighting,Grass,2.0
Flying,Psychic,Fighting,Fighting,4.0
Flying,Psychic,Fighting,Poison,4.0
Flying,Psychic,Fighting,Ground,2.0
Flying,Psychic,Fighting,Flying,2.0
Flying,Psychic,Fighting,Psychic,1.0
Flying,Psychic,Bug,Fighting,2.0
Flying,Psychic,Fighting,Rock,2.0
Flying,Psychic,Fighting,Ghost,2.0
Flying,Psychic,Dragon,Fighting,2.0
Flying,Psychic,Dark,Fighting,0.0
Flying,Psychic,Fighting,Steel,1.0
Flying,Psychic,Fairy,Fighting,2.0
Bug,Flying,Fighting,Normal,2.0
Bug,Flying,Fighting,Fire,1.0
Bug,Flying,Fighting,Water,2.0
Bug,Flying,Electric,Fighting,2.0
Bug,Flying,Fighting,Grass,4.0
Bug,Flying,Fighting,Ice,2.0
Bug,Flying,Fighting,Fighting,1.0
Bug,Flying,Fighting,Poison,1.0
Bug,Flying,Fighting,Ground,2.0
Bug,Flying,Fighting,Flying,1.0
Bug,Flying,Fighting,Psychic,4.0
Bug,Flying,Bug,Fighting,2.0
Bug,Flying,Fighting,Rock,2.0
Bug,Flying,Fighting,Ghost,1.0
Bug,Flying,Dragon,Fighting,2.0
Bug,Flying,Dark,Fighting,4.0
Bug,Flying,Fighting,Steel,1.0
Bug,Flying,Fairy,Fighting,1.0
Flying,Rock,Fighting,Normal,2.0
Flying,Rock,Fighting,Fire,4.0
Flying,Rock,Fighting,Water,2.0
Flying,Rock,Electric,Fighting,2.0
Flying,Rock,Fighting,Grass,2.0
Flying,Rock,Fighting,Ice,4.0
Flying,Rock,Fighting,Fighting,1.0
Flying,Rock,Fighting,Poison,2.0
Flying,Rock,Fighting,Ground,1.0
Flying,Rock,Fighting,Flying,4.0
Flying,Rock,Fighting,Psychic,2.0
Flying,Rock,Bug,Fighting,4.0
Flying,Rock,Fighting,Rock,2.0
Flying,Rock,Fighting,Ghost,2.0
Flying,Rock,Dragon,Fighting,2.0
Flying,Rock,Dark,Fighting,2.0
Flying,Rock,Fighting,Steel,1.0
Flying,Rock,Fairy,Fighting,2.0
Flying,Ghost,Fighting,Normal,0.0
Flying,Ghost,Fighting,Fire,2.0
Flying,Ghost,Fighting,Water,2.0
Flying,Ghost,Electric,Fighting,2.0
Flying,Ghost,Fighting,Ice,2.0
Flying,Ghost,Fighting,Fighting,2.0
Flying,Ghost,Fighting,Poison,2.0
Flying,Ghost,Fighting,Ground,2.0
Flying,Ghost,Fighting,Flying,2.0
Flying,Ghost,Fighting,Psychic,4.0
Flying,Ghost,Bug,Fighting,2.0
Flying,Ghost,Fighting,Rock,2.0
Flying,Ghost,Fighting,Ghost,4.0
Flying,Ghost,Dragon,Fighting,2.0
Flying,Ghost,Dark,Fighting,1.0
Flying,Ghost,Fighting,Steel,2.0
Flying,Ghost,Fairy,Fighting,2.0
Dragon,Flying,Fighting,Normal,2.0
Dragon,Flying,Fighting,Fire,2.0
Dragon,Flying,Fighting,Water,2.0
Dragon,Flying,Electric,Fighting,2.0
Dragon,Flying,Fighting,Ice,2.0
Dragon,Flying,Fighting,Fighting,2.0
Dragon,Flying,Fighting,Poison,2.0
Dragon,Flying,Fighting,Ground,2.0
Dragon,Flying,Fighting,Flying,2.0
Dragon,Flying,Fighting,Psychic,2.0
Dragon,Flying,Bug,Fighting,2.0
Dragon,Flying,Fighting,Rock,2.0
Dragon,Flying,Fighting,Ghost,2.0
Dragon,Flying,Dragon,Fighting,4.0
Dragon,Flying,Dark,Fighting,2.0
Dragon,Flying,Fighting,Steel,1.0
Dragon,Flying,Fairy,Fighting,0.0
Dark,Flying,Fighting,Normal,2.0
Dark,Flying,Fighting,Fire,2.0
Dark,Flying,Fighting,Water,2.0
Dark,Flying,Electric,Fighting,2.0
Dark,Flying,Fighting,Grass,2.0
Dark,Flying,Fighting,Ice,2.0
Dark,Flying,Fighting,Fighting,1.0
Dark,Flying,Fighting,Poison,2.0
Dark,Flying,Fighting,Ground,2.0
Dark,Flying,Fighting,Flying,2.0
Dark,Flying,Fighting,Psychic,4.0
Dark,Flying,Bug,Fighting,2.0
Dark,Flying,Fighting,Rock,2.0
Dark,Flying,Fighting,Ghost,4.0
Dark,Flying,Dragon,Fighting,2.0
Dark,Flying,Dark,Fighting,1.0
Dark,Flying,Fighting,Steel,2.0
Dark,Flying,Fairy,Fighting,1.0
Flying,Steel,Fighting,Normal,2.0
Flying,Steel,Electric,Fighting,1.0
Flying,Steel,Fighting,Ice,4.0
Flying,Steel,Fighting,Fighting,2.0
Flying,Steel,Fighting,Poison,2.0
Flying,Steel,Fighting,Ground,2.0
Flying,Steel,Fighting,Flying,2.0
Flying,Steel,Fighting,Psychic,2.0
Flying,Steel,Bug,Fighting,2.0
Flying,Steel,Fighting,Rock,4.0
Flying,Steel,Fighting,Ghost,2.0
Flying,Steel,Dragon,Fighting,2.0
Flying,Steel,Dark,Fighting,2.0
Flying,Steel,Fighting,Steel,1.0
Flying,Steel,Fairy,Fighting,4.0
Fairy,Flying,Fighting,Fire,1.0
Fairy,Flying,Electric,Fighting,2.0
Fairy,Flying,Fighting,Grass,2.0
Fairy,Flying,Fighting,Fighting,4.0
Fairy,Flying,Fighting,Poison,1.0
Fairy,Flying,Fighting,Ground,2.0
Fairy,Flying,Fighting,Flying,2.0
Fairy,Flying,Fighting,Psychic,2.0
Fairy,Flying,Bug,Fighting,2.0
Fairy,Flying,Fighting,Rock,2.0
Fairy,Flying,Fighting,Ghost,2.0
Fairy,Flying,Dragon,Fighting,4.0
Fairy,Flying,Dark,Fighting,4.0
Fairy,Flying,Fighting,Steel,1.0
Fairy,Flying,Fairy,Fighting,2.0
Flying,Flying,Poison,Poison,1.0
Flying,Flying,Ground,Poison,1.0
Flying,Flying,Flying,Poison,1.0
Flying,Flying,Poison,Psychic,1.0
Flying,Flying,Bug,Poison,2.0
Flying,Flying,Poison,Rock,0.5
Flying,Flying,Ghost,Poison,1.0
Flying,Flying,Dragon,Poison,1.0
Flying,Flying,Dark,Poison,1.0
Flying,Flying,Poison,Steel,0.5
Flying,Flying,Fairy,Poison,1.0
Flying,Psychic,Normal,Poison,1.0
Flying,Psychic,Fire,Poison,1.0
Flying,Psychic,Poison,Water,1.0
Flying,Psychic,Grass,Poison,1.0
Flying,Psychic,Ice,Poison,1.0
Flying,Psychic,Fighting,Poison,2.0
Flying,Psychic,Poison,Poison,2.0
Flying,Psychic,Ground,Poison,1.0
Flying,Psychic,Flying,Poison,1.0
Flying,Psychic,Poison,Psychic,0.5
Flying,Psychic,Bug,Poison,1.0
Flying,Psychic,Poison,Rock,1.0
Flying,Psychic,Ghost,Poison,1.0
Flying,Psychic,Dragon,Poison,1.0
Flying,Psychic,Dark,Poison,0.0
Flying,Psychic,Poison,Steel,0.5
Flying,Psychic,Fairy,Poison,1.0
Bug,Flying,Normal,Poison,1.0
Bug,Flying,Poison,Water,1.0
Bug,Flying,Electric,Poison,1.0
Bug,Flying,Grass,Poison,2.0
Bug,Flying,Ice,Poison,1.0
Bug,Flying,Fighting,Poison,0.5
Bug,Flying,Poison,Poison,0.5
Bug,Flying,Ground,Poison,1.0
Bug,Flying,Flying,Poison,0.5
Bug,Flying,Poison,Psychic,2.0
Bug,Flying,Bug,Poison,1.0
Bug,Flying,Poison,Rock,1.0
Bug,Flying,Ghost,Poison,0.5
Bug,Flying,Dragon,Poison,1.0
Bug,Flying,Dark,Poison,2.0
Bug,Flying,Poison,Steel,0.5
Bug,Flying,Fairy,Poison,0.5
Flying,Rock,Fire,Poison,2.0
Flying,Rock,Electric,Poison,1.0
Flying,Rock,Grass,Poison,1.0
Flying,Rock,Ice,Poison,2.0
Flying,Rock,Fighting,Poison,0.5
Flying,Rock,Poison,Poison,1.0
Flying,Rock,Ground,Poison,0.5
Flying,Rock,Flying,Poison,2.0
Flying,Rock,Poison,Psychic,1.0
Flying,Rock,Bug,Poison,2.0
Flying,Rock,Poison,Rock,1.0
Flying,Rock,Ghost,Poison,1.0
Flying,Rock,Dragon,Poison,1.0
Flying,Rock,Dark,Poison,1.0
Flying,Rock,Poison,Steel,0.5
Flying,Rock,Fairy,Poison,1.0
Flying,Ghost,Normal,Poison,0.0
Flying,Ghost,Electric,Poison,1.0
Flying,Ghost,Grass,Poison,1.0
Flying,Ghost,Fighting,Poison,1.0
Flying,Ghost,Poison,Poison,1.0
Flying,Ghost,Ground,Poison,1.0
Flying,Ghost,Flying,Poison,1.0
Flying,Ghost,Poison,Psychic,2.0
Flying,Ghost,Bug,Poison,1.0
Flying,Ghost,Poison,Rock,1.0
Flying,Ghost,Ghost,Poison,2.0
Flying,Ghost,Dragon,Poison,1.0
Flying,Ghost,Dark,Poison,0.5
Flying,Ghost,Poison,Steel,1.0
Flying,Ghost,Fairy,Poison,1.0
Dragon,Flying,Electric,Poison,1.0
Dragon,Flying,Grass,Poison,1.0
Dragon,Flying,Fighting,Poison,1.0
Dragon,Flying,Poison,Poison,1.0
Dragon,Flying,Ground,Poison,1.0
Dragon,Flying,Flying,Poison,1.0
Dragon,Flying,Poison,Psychic,1.0
Dragon,Flying,Bug,Poison,1.0
Dragon,Flying,Poison,Rock,1.0
Dragon,Flying,Ghost,Poison,1.0
Dragon,Flying,Dragon,Poison,2.0
Dragon,Flying,Dark,Poison,1.0
Dragon,Flying,Poison,Steel,0.5
Dragon,Flying,Fairy,Poison,0.0
Dark,Flying,Electric,Poison,1.0
Dark,Flying,Grass,Poison,1.0
Dark,Flying,Fighting,Poison,0.5
Dark,Flying,Poison,Poison,1.0
Dark,Flying,Ground,Poison,1.0
Dark,Flying,Flying,Poison,1.0
Dark,Flying,Poison,Psychic,2.0
Dark,Flying,Bug,Poison,1.0
Dark,Flying,Poison,Rock,1.0
Dark,Flying,Ghost,Poison,2.0
Dark,Flying,Dragon,Poison,1.0
Dark,Flying,Dark,Poison,0.5
Dark,Flying,Poison,Steel,1.0
Dark,Flying,Fairy,Poison,0.5
Flying,Steel,Fire,Poison,0.5
Flying,Steel,Poison,Water,0.5
Flying,Steel,Grass,Poison,1.0
Flying,Steel,Ice,Poison,2.0
Flying,Steel,Fighting,Poison,1.0
Flying,Steel,Poison,Poison,1.0
Flying,Steel,Ground,Poison,1.0
Flying,Steel,Flying,Poison,1.0
Flying,Steel,Poison,Psychic,1.0
Flying,Steel,Bug,Poison,1.0
Flying,Steel,Poison,Rock,2.0
Flying,Steel,Ghost,Poison,1.0
Flying,Steel,Dragon,Poison,1.0
Flying,Steel,Dark,Poison,1.0
Flying,Steel,Poison,Steel,0.5
Flying,Steel,Fairy,Poison,2.0
Fairy,Flying,Normal,Poison,1.0
Fairy,Flying,Poison,Water,1.0
Fairy,Flying,Electric,Poison,1.0
Fairy,Flying,Ice,Poison,1.0
Fairy,Flying,Fighting,Poison,2.0
Fairy,Flying,Poison,Poison,0.5
Fairy,Flying,Ground,Poison,1.0
Fairy,Flying,Flying,Poison,1.0
Fairy,Flying,Poison,Psychic,1.0
Fairy,Flying,Bug,Poison,1.0
Fairy,Flying,Poison,Rock,1.0
Fairy,Flying,Ghost,Poison,1.0
Fairy,Flying,Dragon,Poison,2.0
Fairy,Flying,Dark,Poison,2.0
Fairy,Flying,Poison,Steel,0.5
Fairy,Flying,Fairy,Poison,1.0
Flying,Flying,Ground,Ground,1.0
Flying,Flying,Flying,Ground,1.0
Flying,Flying,Ground,Psychic,1.0
Flying,Flying,Bug,Ground,2.0
Flying,Flying,Ground,Rock,0.5
Flying,Flying,Ghost,Ground,1.0
Flying,Flying,Dragon,Ground,1.0
Flying,Flying,Dark,Ground,1.0
Flying,Flying,Ground,Steel,0.5
Flying,Flying,Fairy,Ground,1.0
Flying,Psychic,Electric,Ground,1.0
Flying,Psychic,Grass,Ground,1.0
Flying,Psychic,Ground,Poison,2.0
Flying,Psychic,Ground,Ground,1.0
Flying,Psychic,Flying,Ground,1.0
Flying,Psychic,Ground,Psychic,0.5
Flying,Psychic,Bug,Ground,1.0
Flying,Psychic,Ground,Rock,1.0
Flying,Psychic,Ghost,Ground,1.0
Flying,Psychic,Dragon,Ground,1.0
Flying,Psychic,Dark,Ground,0.0
Flying,Psychic,Ground,Steel,0.5
Flying,Psychic,Fairy,Ground,1.0
Bug,Flying,Fire,Ground,0.5
Bug,Flying,Electric,Ground,1.0
Bug,Flying,Fighting,Ground,0.5
Bug,Flying,Ground,Poison,0.5
Bug,Flying,Ground,Ground,1.0
Bug,Flying,Flying,Ground,0.5
Bug,Flying,Ground,Psychic,2.0
Bug,Flying,Bug,Ground,1.0
Bug,Flying,Ground,Rock,1.0
Bug,Flying,Ghost,Ground,0.5
Bug,Flying,Dragon,Ground,1.0
Bug,Flying,Dark,Ground,2.0
Bug,Flying,Ground,Steel,0.5
Bug,Flying,Fairy,Ground,0.5
Flying,Rock,Ground,Normal,1.0
Flying,Rock,Fire,Ground,2.0
Flying,Rock,Ground,Water,1.0
Flying,Rock,Electric,Ground,1.0
Flying,Rock,Ground,Ice,2.0
Flying,Rock,Fighting,Ground,0.5
Flying,Rock,Ground,Poison,1.0
Flying,Rock,Ground,Ground,0.5
Flying,Rock,Flying,Ground,2.0
Flying,Rock,Ground,Psychic,1.0
Flying,Rock,Bug,Ground,2.0
Flying,Rock,Ground,Rock,1.0
Flying,Rock,Ghost,Ground,1.0
Flying,Rock,Dragon,Ground,1.0
Flying,Rock,Dark,Ground,1.0
Flying,Rock,Ground,Steel,0.5
Flying,Rock,Fairy,Ground,1.0
Flying,Ghost,Ground,Normal,0.0
Flying,Ghost,Electric,Ground,1.0
Flying,Ghost,Grass,Ground,1.0
Flying,Ghost,Fighting,Ground,1.0
Flying,Ghost,Ground,Ground,1.0
Flying,Ghost,Flying,Ground,1.0
Flying,Ghost,Ground,Psychic,2.0
Flying,Ghost,Bug,Ground,1.0
Flying,Ghost,Ground,Rock,1.0
Flying,Ghost,Ghost,Ground,2.0
Flying,Ghost,Dragon,Ground,1.0
Flying,Ghost,Dark,Ground,0.5
Flying,Ghost,Ground,Steel,1.0
Flying,Ghost,Fairy,Ground,1.0
Dragon,Flying,Electric,Ground,1.0
Dragon,Flying,Grass,Ground,1.0
Dragon,Flying,Fighting,Ground,1.0
Dragon,Flying,Ground,Ground,1.0
Dragon,Flying,Flying,Ground,1.0
Dragon,Flying,Ground,Psychic,1.0
Dragon,Flying,Bug,Ground,1.0
Dragon,Flying,Ground,Rock,1.0
Dragon,Flying,Ghost,Ground,1.0
Dragon,Flying,Dragon,Ground,2.0
Dragon,Flying,Dark,Ground,1.0
Dragon,Flying,Ground,Steel,0.5
Dragon,Flying,Fairy,Ground,0.0
Dark,Flying,Electric,Ground,1.0
Dark,Flying,Grass,Ground,1.0
Dark,Flying,Fighting,Ground,0.5
Dark,Flying,Ground,Ground,1.0
Dark,Flying,Flying,Ground,1.0
Dark,Flying,Ground,Psychic,2.0
Dark,Flying,Bug,Ground,1.0
Dark,Flying,Ground,Rock,1.0
Dark,Flying,Ghost,Ground,2.0
Dark,Flying,Dragon,Ground,1.0
Dark,Flying,Dark,Ground,0.5
Dark,Flying,Ground,Steel,1.0
Dark,Flying,Fairy,Ground,0.5
Flying,Steel,Fire,Ground,0.5
Flying,Steel,Ground,Water,0.5
Flying,Steel,Grass,Ground,1.0
Flying,Steel,Ground,Ice,2.0
Flying,Steel,Fighting,Ground,1.0
Flying,Steel,Ground,Ground,1.0
Flying,Steel,Flying,Ground,1.0
Flying,Steel,Ground,Psychic,1.0
Flying,Steel,Bug,Ground,1.0
Flying,Steel,Ground,Rock,2.0
Flying,Steel,Ghost,Ground,1.0
Flying,Steel,Dragon,Ground,1.0
Flying,Steel,Dark,Ground,1.0
Flying,Steel,Ground,Steel,0.5
Flying,Steel,Fairy,Ground,2.0
Fairy,Flying,Fire,Ground,0.5
Fairy,Flying,Electric,Ground,1.0
Fairy,Flying,Grass,Ground,1.0
Fairy,Flying,Ground,Poison,0.5
Fairy,Flying,Ground,Ground,1.0
Fairy,Flying,Flying,Ground,1.0
Fairy,Flying,Ground,Psychic,1.0
Fairy,Flying,Bug,Ground,1.0
Fairy,Flying,Ground,Rock,1.0
Fairy,Flying,Ghost,Ground,1.0
Fairy,Flying,Dragon,Ground,2.0
Fairy,Flying,Dark,Ground,2.0
Fairy,Flying,Ground,Steel,0.5
Fairy,Flying,Fairy,Ground,1.0
Flying,Flying,Flying,Flying,1.0
Flying,Flying,Flying,Psychic,1.0
Flying,Flying,Bug,Flying,2.0
Flying,Flying,Flying,Rock,0.5
Flying,Flying,Flying,Ghost,1.0
Flying,Flying,Dragon,Flying,1.0
Flying,Flying,Dark,Flying,1.0
Flying,Flying,Flying,Steel,0.5
Flying,Flying,Fairy,Flying,1.0
Flying,Psychic,Electric,Flying,1.0
Flying,Psychic,Flying,Grass,1.0
Flying,Psychic,Flying,Poison,2.0
Flying,Psychic,Flying,Flying,1.0
Flying,Psychic,Flying,Psychic,0.5
Flying,Psychic,Bug,Flying,1.0
Flying,Psychic,Flying,Rock,1.0
Flying,Psychic,Flying,Ghost,1.0
Flying,Psychic,Dragon,Flying,1.0
Flying,Psychic,Dark,Flying,0.0
Flying,Psychic,Flying,Steel,0.5
Flying,Psychic,Fairy,Flying,1.0
Bug,Flying,Flying,Normal,1.0
